mpn,lcsc,lcsc_status,manufacturer,description,second_source,boards,qty,unit_100,unit_1k,unit_5k,unit_10k,ext_1k_INR,ext_10k_INR,sample_refs
PP-1u-1100,,CLASS,"Faratronic","1 µF 1100 V film (bridge commutation at the DC-DC entry — HR-1: 830 V ≤ 76%). E81 (F-C-4/F-G-1): COUNT 4 → 16 (boards.tsx `nEntryFilm`). Four parts put the film bank on a 268–425 kHz anti-resonance with the stud loop, inside the 280–406 kHz 2·fsw band — a PARALLEL anti-resonance, so the two branches circulate more current than the bridge injects: 6.5–18 A rms and 10–45 W per 470 µF can against a ≈3 A / 2 W allowance, and 21–47 A rms in a 1 µF box part rated 8–12 A. Sixteen parts move the resonance to ~140 kHz and hold 2.7 A (30 kW) / 4.6 A (50 kW) per film. EVT T-43 measures it (current probe on one can and one film at PAR400-full and SER250-full, plus a 10 kHz–2 MHz VNA sweep of the link looking in from the bridge)","Songtian",dcdc,16,91.8,68,59.8,54.4,1088,870,CF0 CF1 CF2 CF3 CF4 CF5 CF6 CF7 CF8 CF9 CF10 CF11
PP-2u2-630,,CLASS,"Faratronic C3D/CBB class","2.2 µF 630 V PP film, ripple-rated (E67 rectifier-side bank film: ≤ 10 A rms per part of the 30/39/49 A rms 2·fsw bridge ripple, ngspice)","KEMET R76 / CDE 944U",dcdc,24,60.8,45,39.6,36,1080,864,CFA0 CFA1 CFA2 CFA3 CFA4 CFA5 CFA6 CFA7 CFA8 CFA9 CFA10 CFA11
IND-LR-E70-40,,CUSTOM,"custom (D2 rev F — GAPPED FERRITE, E67)","D2-40 rev F (E67): EXTERNAL resonant inductor 3.99 µH ±3% on 2× E70/33/32 PC95-class (TDK former B66372A2000), N=5, litz 10000×0.05 mm (19.6 mm²) compacted single layer ≥3 mm clear of a DISTRIBUTED centre-leg gap Σ 10.5 mm PER FLUX PATH (≤1.0 mm per segment; parallel sets never summed; acceptance = assembled AL, E80/HR-19); vacuum-impregnated, both yoke faces padded, end turns potted. Carries Lr 4.35 µH − 2 × D3 cell leakage (0.132 µH) − 0.1 µH loop — no trim bins. E81 (F-B-3): the D3 cell leakage was computed on the 41 mm WINDOW instead of the 28 mm CONDUCTOR BAND — leakage energy ∝ 1/b, so it was under-stated by 41/28 = 1.46×. D2 re-issued and the leakage acceptance tightened to ±20 %; TANK Lr IS UNCHANGED (only the split between D2 and the two cells moves), so no simulation fingerprint and no deck re-run. Gap Σ re-derives from the new L at the winder RFQ. Envelope gate: 33.1 W Fe (91 mT) + 27.3 W Cu at the PSM corner, hot-spot 100 °C at 55 °C inlet. Roll-up ₹1,077 [est, REVIEW at winder RFQ]","any E70-capable winder (TDG/DMEGC cores)",dcdc,1,1454,1077,947.8,861.6,1077,862,L1R
RELAY-PCB-120A-24V,,DIRECT,"Hongfa HF161F / Churod CHC-D120 class","PCB power relay 120 A, 24 V coil, no mirror contact (E67 S/P matrix, switched at ZERO current — modes change in standby with the LLC stopped; open-contact dielectric ≥ 2.5 kV holds the ≤ 500 V bank; SER 60/80 A, per-bank PAR ≤ 50/67 A at 30/40 kW)","Churod CHC-D120",dcdc,3,297,220,193.6,176,660,528,KSER KPARA KPARB
PP-33n-1200V,,CLASS,"Faratronic/CDE 942C class","33 nF 1200 V PP resonant-duty film (E67 full-bridge tank: 7/9/11 in parallel at 30/40/50 kW → ≤ 10.3 A rms per cap of the 12 A line at the 250 V-bank full-power corner; Vcr ≤ 595 V pk = 421 V rms — O-8 RFQ line: published Vrms-vs-f curve ≥ 460 V @140 kHz)","CDE 942C20P33K",dcdc,9,91.8,68,59.8,54.4,612,490,C1R0 C1R1 C1R2 C1R3 C1R4 C1R5 C1R6 C1R7 C1R8
NSI6611,C7470934,ORDERABLE,"NOVOSENSE","iso gate driver 10 A, DESAT/Miller(CLAMP wired, CB-12)/UVLO, SOIC-16","NSI6602B",acdc+dcdc,7,114.8,85,74.8,68,595,476,UA0G UB0G UC0G U1H U1L U2H U2L
AMC1311DWVR,C456277,ORDERABLE,"TI/NOVOSENSE","iso voltage-sense amp 0–2 V input (bus/bank/output senses, E25/CB-3; R4 note: on the 1311 class the symbol's pin-3 'VINN' is physically SHTDN — grounded = enabled, netlist correct, label carried from the shared iso-amp table)","NSI1311 class",acdc+dcdc,5,155.3,115,101.2,92,575,460,UIVBP UIVBM UIVOA UIVOB UIVOV
ISO5V-RFC-6K,C20613048,REVIEW,"MORNSUN QA/URB-grade","iso 15→5 V reinforced-rated (iso-sense floating bias, E25/HR-16 — same barrier argument per domain: AC star / DCN / BKAN / BKBN)","RECOM RxxP-R / certified eq",acdc+dcdc,6,128.3,95,83.6,65,570,390,PS5AC PS5BUS PSSH PS5BKA PS5BKB PSCAN
DIODE-1600V-200A-MOD,,DIRECT,"IXYS/MacMic/Yangjie class — RFQ","output series blocking diode 1600 V 200 A, insulated-base 2-terminal module (E67 InfyPower practice; 133 A = 67 % at 40 kW; ~1.05 V × Iout, heatsink-mounted) [E67: 133 A out → 200 A class insulated module (150 A would run 89 %)]","MacMic MDD150-16",dcdc,1,702,520,457.6,416,520,416,DOUT
X2-4u7-305,,CLASS,"Faratronic/Songtian/Jimson","X2 4.7 µF 305 VAC MKP safety film, 27.5 mm pitch (E68 InfyPower filter: twelve caps in three STAR stages — line side CX0x, inter-CMC CX1x, converter CX2x ×2 per phase; 274 VAC per cap at 475 VAC line-line; D6 DM chokes deleted)","any X2 305 VAC 4.7 µF class",acdc,12,56.7,42,37,33.6,504,403,CX01 CX02 CX03 CX11 CX12 CX13 CX21 CX22 CX23 CX24 CX25 CX26
AMC1350QDWVRQ1,C5214206,ORDERABLE,"TI/NOVOSENSE","iso voltage-sense amp ±5 V input (AC phase sense vs artificial star, E25)","NSI1300 class",acdc,3,182.3,135,118.8,108,405,324,UIVV1 UIVV2 UIVV3
QA01C-15,,REVIEW,"MORNSUN","iso gate-bias module **+15/−3 V** (E81 F-C-15 — was +18/−4-configured) (E23 rev B: modules PERMANENT — at 10k modules/yr (~90k+ pcs aggregated) module pricing ≤₹55 makes the custom-transformer ECO-1 net ≈ ₹0 with added EMC/mfg risk → ECO-1 RETIRED; O-11: drawn P18/COM/N4 dual-rail vs single-out suffix — the −4 V zener-split or a true dual-rail p/n MUST be resolved at §K, E5/E6 off-bias depends on it; R5-F: DC input 13.5–16.5 V vs V15 ≈15.0 V off the regulated 15.65 V aux — inside range, cross-regulation re-verify at EVT). Vienna channels: ONE common-source pair per channel at 50 kHz = 0.33 W, so the 1 W class holds","domestic iso-module eq (2nd source at RFQ)",acdc,4,128.3,95,83.6,55,380,220,PSA0G PSB0G PSC0G PSQD
IMW120R350M1H,C536285,ORDERABLE,"CR Micro","SiC FET 1200 V 5 A (bus discharge QDISF / bank bleeders QDISA-B, HR-15; R7-B/R8 gate spec for the PV-driven bleeders: Vth(max) ≤ 3.5 V, Igss ≤ 100 nA. The 6.8 MΩ load-line figure (≈5.8 V after leakage) is a 25 °C-ENDPOINT MODEL, not an all-temperature guarantee — VOM1271 Voc(typ) falls to ~5.4 V at 100 °C; declared bleed-interval local ambient ≤ 70 °C, and EVT loaded-Vgs/discharge measurement with the exact orderable FET gates the BOM freeze)","BASiC small 1200V",acdc+dcdc,3,162,120,105.6,96,360,288,QDISF QDISA QDISB
STUD-M8,,CLASS,"local","M8 stud terminal","M6 for signal PE",acdc+dcdc,12,37.8,28,24.6,22.4,336,269,JACL1 JACL2 JACL3 JPE JDCP JDCN JPEB JDCP JDCN JPEB JOUTP JOUTN
HF167F/024-HATF(764),,DIRECT,"Hongfa","power relay ≥80 A/line w/ mirror contact (precharge bypass carries full line current — CB-8; SKU class via override; MR-25: contact-gap withstand & insulation group at the 475 VAC system + ~660 V pk precharge transient = §K line) [100 A class (73 A line) · make ≥ 280 A pk (E73 40 kW bypass-closure inrush, ≤ 70 V across the contacts, ≥ 30 000 makes)]","TE T9G / contactor option",acdc,1,405,300,264,240,300,240,KPRE1
HF167F/024-HATF(764),,DIRECT,"Hongfa","power relay ≥80 A/line w/ mirror contact (precharge bypass carries full line current — CB-8; SKU class via override; MR-25: contact-gap withstand & insulation group at the 475 VAC system + ~660 V pk precharge transient = §K line)","TE T9G / contactor option",acdc,1,405,300,264,240,300,240,KPRE2
PP-4u7-1200,,CLASS,"Faratronic","4.7 µF 1200 V film (output — HR-8: 1000 V = 83%)","—",dcdc,2,168.8,125,110,100,250,200,COF1 COF2
SIC-750V-15mR,,CLASS,"BASiC","SiC MOSFET 750 V 15 mΩ class TO-247-4 (Vienna common-source pair, one die per position) [E69a: 750 V 15 mΩ class single die per position (grid Tj 127 °C) — RFQ target; ACCEPTANCE IDM ≥ 260 A @25 °C (205 A F.01 fault peak)]","SiChain 750V/10mΩ (RFQ)",acdc,1,324,240,211.2,192,240,192,QA0A
SIC-750V-15mR,,CLASS,"BASiC","SiC MOSFET 750 V 15 mΩ class TO-247-4 (Vienna common-source pair, one die per position) [E69a: 750 V 15 mΩ class single die per position (grid Tj 127 °C) — RFQ target; ACCEPTANCE IDM ≥ 260 A @25 °C (205 A F.01 fault peak)]","SiChain 750V/10mΩ (RFQ)",acdc,1,324,240,211.2,192,240,192,QA0B
SIC-750V-15mR,,CLASS,"BASiC","SiC MOSFET 750 V 15 mΩ class TO-247-4 (Vienna common-source pair, one die per position) [E69a: 750 V 15 mΩ class single die per position (grid Tj 127 °C) — RFQ target; ACCEPTANCE IDM ≥ 260 A @25 °C (205 A F.01 fault peak)]","SiChain 750V/10mΩ (RFQ)",acdc,1,324,240,211.2,192,240,192,QB0A
SIC-750V-15mR,,CLASS,"BASiC","SiC MOSFET 750 V 15 mΩ class TO-247-4 (Vienna common-source pair, one die per position) [E69a: 750 V 15 mΩ class single die per position (grid Tj 127 °C) — RFQ target; ACCEPTANCE IDM ≥ 260 A @25 °C (205 A F.01 fault peak)]","SiChain 750V/10mΩ (RFQ)",acdc,1,324,240,211.2,192,240,192,QB0B
SIC-750V-15mR,,CLASS,"BASiC","SiC MOSFET 750 V 15 mΩ class TO-247-4 (Vienna common-source pair, one die per position) [E69a: 750 V 15 mΩ class single die per position (grid Tj 127 °C) — RFQ target; ACCEPTANCE IDM ≥ 260 A @25 °C (205 A F.01 fault peak)]","SiChain 750V/10mΩ (RFQ)",acdc,1,324,240,211.2,192,240,192,QC0A
SIC-750V-15mR,,CLASS,"BASiC","SiC MOSFET 750 V 15 mΩ class TO-247-4 (Vienna common-source pair, one die per position) [E69a: 750 V 15 mΩ class single die per position (grid Tj 127 °C) — RFQ target; ACCEPTANCE IDM ≥ 260 A @25 °C (205 A F.01 fault peak)]","SiChain 750V/10mΩ (RFQ)",acdc,1,324,240,211.2,192,240,192,QC0B
XFMR-AUX-FLY-E,,CUSTOM,"custom (D4 rev E — E65)","aux flyback transformer ETD44 PC95, 110 W class, 321–860 V input, Np38/N24 6/N15 4/Naux 4 unchanged, Lp 345 µH ±5 %/AL 239, P/2–S–P/2 sandwich, leakage ≤ 4 µH, primary pins 1–4 / SELV pins 5–8 (E65 D4 sweep: at the REAL cycle-by-cycle limit — CS filter lag + tILIM — ETD39 reached 410 mT = 113 % of Bsat 130 °C; ETD44 Ae 173 mm² with the 0.28 Ω / 100 pF sense chain computes 71 %; reinforced pri→sec barrier, 100 % hipot 4 kV) [est ₹230 @1k: ETD39 wind ₹185 + larger core set/former]","—",acdc,1,310.5,230,202.4,184,230,184,TAUX
FUSE-gG-690V-125A,,CLASS,"local/Bussmann","gG fuse 690 VAC, 22×58 frame (rating per SKU — audit F6: 80 A @30 kW; the 63 A part ran 88% loaded at 55.9 A worst and NEGATIVE against the ~0.72× enclosed/+55 °C derate; holder must be the matching 22×58 base, NOT the 10×38 RT28-32)","SIBA",acdc,1,283.5,210,184.8,168,210,168,F1
FUSE-gG-690V-125A,,CLASS,"local/Bussmann","gG fuse 690 VAC, 22×58 frame (rating per SKU — audit F6: 80 A @30 kW; the 63 A part ran 88% loaded at 55.9 A worst and NEGATIVE against the ~0.72× enclosed/+55 °C derate; holder must be the matching 22×58 base, NOT the 10×38 RT28-32)","SIBA",acdc,1,283.5,210,184.8,168,210,168,F2
FUSE-gG-690V-125A,,CLASS,"local/Bussmann","gG fuse 690 VAC, 22×58 frame (rating per SKU — audit F6: 80 A @30 kW; the 63 A part ran 88% loaded at 55.9 A worst and NEGATIVE against the ~0.72× enclosed/+55 °C derate; holder must be the matching 22×58 base, NOT the 10×38 RT28-32)","SIBA",acdc,1,283.5,210,184.8,168,210,168,F3
GD32G553VET7,,REVIEW,"GigaDevice","MCU Cortex-M33 216 MHz LQFP100 −40…105 °C (MR-12: V-suffix = 100-pin — the earlier RET6 was the 64-pin part; R5-I: ordering table lists ONLY VET7 (105 °C/216 MHz) and VET3 (125 °C/170 MHz) — the drawn VET6 was not a valid order code, silicon/pinout unchanged; full pin map regenerates at A6)","GD32G553VET3 (125 °C)",card,1,283.5,210,184.8,168,210,168,UCARD
PP-1u-600,,CLASS,"Faratronic","1 µF 600 V film (Vienna per-phase commutation, CB-9)","Songtian",acdc,6,43.2,32,28.2,25.6,192,154,CA0FP CA0FN CB0FP CB0FN CC0FP CC0FN
X1-2u2-530,,CLASS,"Faratronic/Songtian","X1 2.2 µF 530 VAC (delta across 475 VAC line-line — CB-1; inter-CMC stage CX1x · E65 CX2-node series-RC network CDMPx + RDMPx for filter/current-loop stability, pfc-control)","Vishay 3386 X1",acdc,3,83.7,62,54.6,49.6,186,149,CDMP1 CDMP2 CDMP3
GC4D10120H,C7435087,ORDERABLE,"SiChain","SiC JBS 1200 V 10 A TO-247-2 (Vienna RCD clamp; E81 — D{x}0CM is the MIRRORED clamp diode for the negative half-cycle, PH below DCN)","CR Micro 1200V/10A",acdc,3,74.3,55,48.4,44,165,132,DA0C DA0CM DB0C DB0CM DC0C DC0CM
C2M1000170D,C5713500,ORDERABLE,"CR Micro/BASiC","SiC FET 1700 V ~1 Ω (aux flyback, full-bus E26 rev C; TO-247 likely package — MR-23, footprint placeholder §40)","G3R1700 class",acdc,1,216,160,140.8,128,160,128,QAUX
SIC-SBD-1700V,,CLASS,"GeneSiC/Littelfuse/Wolfspeed class","SiC Schottky ≥1700 V, IF(AV) ≥1 A, IFRM ≥10 A, no forward recovery (aux RCD clamp — E65: the 1200 V STTH112U blocked Vbus + Vc = 1307–1337 V at the stack-up leakage and avalanched every cycle; d4-flyback computes Vr ≤ 80 % at 860 V + limit current + 5 µH) [est ₹150 @1k: 1.7 kV SiC SBD distributor class, RFQ]","2× STTH112U series (only with a measured VFP allowance re-run through d4-flyback)",acdc,1,202.5,150,132,120,150,120,DCLA
MICROFIT3-40,,CLASS,"Molex 43045-40 class (2x20)","40-way inter-board harness header, 5 A/contact (E40: the PFC bundle crosses here — PWM x3, 12 senses, AVMID+Kelvin, fans, precharge, EN/GATE_EN_A/FLT/DRV_RDY, V15/V24, 5 returns, shield)","JST VL / TE MicroMate 40",acdc+dcdc,2,97.2,72,63.4,57.6,144,115,JICA JICB
QA02C-15,,REVIEW,"MORNSUN","iso gate-bias module +15/−3 V, **2 W class** (E81 F-C-23): this channel drives TWO paralleled SG2M023120LJ dies at up to f_max 203 kHz, so P_gate = n·Q_g·ΔV·f + driver I_CC2 = 1.13 W at f_r and 1.59 W at f_max — 113–159 % of a 1 W module, continuously. An overloaded module droops, the NSI66x1A VCC2 UVLO falling threshold is 9.8–11.8 V, and a sagging rail first raises R_DS(on) on the paralleled dies (straight back into F-C-1) and then takes the channel offline at exactly the light-output-voltage corners — a control bug that is not one. 30 kW keeps the 1 W QA01C-15 (one die, 0.85 W worst). RFQ: C_io ≤ 5 pF (F-C-24 CM budget)","domestic iso-module eq (2nd source at RFQ)",dcdc,1,189,140,123.2,100,140,100,PS1H
QA02C-15,,REVIEW,"MORNSUN","iso gate-bias module +15/−3 V, **2 W class** (E81 F-C-23): this channel drives TWO paralleled SG2M023120LJ dies at up to f_max 203 kHz, so P_gate = n·Q_g·ΔV·f + driver I_CC2 = 1.13 W at f_r and 1.59 W at f_max — 113–159 % of a 1 W module, continuously. An overloaded module droops, the NSI66x1A VCC2 UVLO falling threshold is 9.8–11.8 V, and a sagging rail first raises R_DS(on) on the paralleled dies (straight back into F-C-1) and then takes the channel offline at exactly the light-output-voltage corners — a control bug that is not one. 30 kW keeps the 1 W QA01C-15 (one die, 0.85 W worst). RFQ: C_io ≤ 5 pF (F-C-24 CM budget)","domestic iso-module eq (2nd source at RFQ)",dcdc,1,189,140,123.2,100,140,100,PS1L
QA02C-15,,REVIEW,"MORNSUN","iso gate-bias module +15/−3 V, **2 W class** (E81 F-C-23): this channel drives TWO paralleled SG2M023120LJ dies at up to f_max 203 kHz, so P_gate = n·Q_g·ΔV·f + driver I_CC2 = 1.13 W at f_r and 1.59 W at f_max — 113–159 % of a 1 W module, continuously. An overloaded module droops, the NSI66x1A VCC2 UVLO falling threshold is 9.8–11.8 V, and a sagging rail first raises R_DS(on) on the paralleled dies (straight back into F-C-1) and then takes the channel offline at exactly the light-output-voltage corners — a control bug that is not one. 30 kW keeps the 1 W QA01C-15 (one die, 0.85 W worst). RFQ: C_io ≤ 5 pF (F-C-24 CM budget)","domestic iso-module eq (2nd source at RFQ)",dcdc,1,189,140,123.2,100,140,100,PS2H
QA02C-15,,REVIEW,"MORNSUN","iso gate-bias module +15/−3 V, **2 W class** (E81 F-C-23): this channel drives TWO paralleled SG2M023120LJ dies at up to f_max 203 kHz, so P_gate = n·Q_g·ΔV·f + driver I_CC2 = 1.13 W at f_r and 1.59 W at f_max — 113–159 % of a 1 W module, continuously. An overloaded module droops, the NSI66x1A VCC2 UVLO falling threshold is 9.8–11.8 V, and a sagging rail first raises R_DS(on) on the paralleled dies (straight back into F-C-1) and then takes the channel offline at exactly the light-output-voltage corners — a control bug that is not one. 30 kW keeps the 1 W QA01C-15 (one die, 0.85 W worst). RFQ: C_io ≤ 5 pF (F-C-24 CM budget)","domestic iso-module eq (2nd source at RFQ)",dcdc,1,189,140,123.2,100,140,100,PS2L
SHUNT-50MV-133A,,CLASS,"Isabellenhütte-eq/local","manganin shunt, 50 mV at rated current, Kelvin 4-terminal (0.500 / 0.376 / 0.299 mΩ at the 100 / 133 / 167 A codes — E76: the value follows the order code, the 0.5 mΩ prose was the 30 kW value only; R5-G per-SKU via skuOverride) [0.376 mΩ (50 mV / 133 A) — E76 value-align]","local manganin",dcdc,1,189,140,123.2,112,140,112,RSHO
B72220S0551K101,,CLASS,"TDK/Songtian","MOV 550 VAC 20 mm (Δ line-line + series w/ GDT to PE)","Songtian eq",acdc,6,29.7,22,19.4,17.6,132,106,MOV1 MOV2 MOV3 MOVP1 MOVP2 MOVP3
CER-25W-160R-AX,,CLASS,"TE/local","160 Ω 25 W ceramic pulse resistor, axial (bus discharge string 4× in series; R5-G value-carrying order code; HR-14/T-05 as above)","SQP25 160R",acdc,4,37.8,28,24.6,22.4,112,90,RDIS0 RDIS1 RDIS2 RDIS3
CER-2k2-10W-AX,,CLASS,"TE/local","2.2 kΩ 10 W wirewound axial (bank bleeder chain, HR-15 — ≤65 J/pulse at 120 kW, τ 4–17 s to <60 V)","SQP10",dcdc,8,18.9,14,12.3,11.2,112,90,RBDA0 RBDA1 RBDA2 RBDA3 RBDB0 RBDB1 RBDB2 RBDB3
HV732BTTD4753F,C4121673,ORDERABLE,"KOA/UniOhm","475 kΩ 1206 1% anti-surge (HV divider — MR-3)","any anti-surge 1%",acdc+dcdc,69,1.9,1.4,1.2,1.1,97,76,RV1D0 RV1D1 RV1D2 RV1D3 RV1D4 RV1D5 RV1D6 RV1D7 RV2D0 RV2D1 RV2D2 RV2D3
